2.500000000000001110e-01,1.488071680068969727e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.627746343612670898e+00,1.962167501449584961e+00,-2.000000000000000000e+00,2.000000000000000000e+00,1.663659572601318359e+00,2.000000000000000000e+00,2.975001037120819092e-01,2.000000000000000000e+00,1.599300861358642578e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.120026469230651855e-01,1.561741948127746582e+00,6.075385808944702148e-01,2.000000000000000000e+00,8.468109369277954102e-01,-4.361861944198608398e-02
5.000000000000003331e-01,1.603175520896911621e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.515709400177001953e+00,2.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,1.239645957946777344e+00,2.000000000000000000e+00,1.181823313236236572e-01,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.162809491157531738e-01,1.813084483146667480e+00,1.082519173622131348e+00,2.000000000000000000e+00,1.282280206680297852e+00,-1.202775537967681885e-01
7.500000000000005551e-01,1.586315512657165527e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.524840474128723145e+00,2.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,1.252261638641357422e+00,2.000000000000000000e+00,1.231567561626434326e-01,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.102220177650451660e-01,1.816945195198059082e+00,1.061215400695800781e+00,2.000000000000000000e+00,1.295798420906066895e+00,-1.358171999454498291e-01
1.000000000000000666e+00,1.602233767509460449e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.529170393943786621e+00,2.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,1.226056337356567383e+00,2.000000000000000000e+00,1.221630871295928955e-01,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.220809578895568848e-01,1.819355130195617676e+00,1.043470621109008789e+00,2.000000000000000000e+00,1.320163965225219727e+00,-1.246089041233062744e-01
1.249999999999995337e+00,1.627855420112609863e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.530956029891967773e+00,2.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,1.188732147216796875e+00,2.000000000000000000e+00,1.167800724506378174e-01,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.438757538795471191e-01,1.819959282875061035e+00,1.028613090515136719e+00,2.000000000000000000e+00,1.350063562393188477e+00,-9.917858242988586426e-02
1.499999999999990008e+00,1.652535676956176758e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.532998323440551758e+00,2.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,1.152063131332397461e+00,2.000000000000000000e+00,1.096177995204925537e-01,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.698476433753967285e-01,1.818350553512573242e+00,1.009855747222900391e+00,2.000000000000000000e+00,1.383616685867309570e+00,-7.167315483093261719e-02
1.749999999999984679e+00,1.683895945549011230e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.531790852546691895e+00,2.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,1.107126951217651367e+00,2.000000000000000000e+00,9.994956851005554199e-02,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.965981483459472656e-01,1.816465497016906738e+00,9.861550331115722656e-01,2.000000000000000000e+00,1.423807859420776367e+00,-4.535464942455291748e-02
1.999999999999979350e+00,1.721926212310791016e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.523736834526062012e+00,2.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,1.051482200622558594e+00,2.000000000000000000e+00,8.425912261009216309e-02,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,6.280359625816345215e-01,1.812727332115173340e+00,9.616004228591918945e-01,2.000000000000000000e+00,1.471440196037292480e+00,-1.414786279201507568e-02
2.249999999999974243e+00,1.766322851181030273e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.508574247360229492e+00,2.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,9.891452193260192871e-01,2.000000000000000000e+00,6.306323409080505371e-02,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,6.623449325561523438e-01,1.807903170585632324e+00,9.354788064956665039e-01,2.000000000000000000e+00,1.524561524391174316e+00,1.819062232971191406e-02
2.499999999999968914e+00,1.820585489273071289e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.483540058135986328e+00,2.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,9.159032702445983887e-01,2.000000000000000000e+00,3.478574752807617188e-02,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,7.016371488571166992e-01,1.801876544952392578e+00,9.090161323547363281e-01,2.000000000000000000e+00,1.584739089012145996e+00,5.310881137847900391e-02
