2.500000000000001110e-01,1.159964187466257235e-02,1.611800917331289440e-02,-1.491953676614204624e-02,1.469108948816926809e-02,-1.650763252026403102e-02,8.649936554605521660e-03,1.739603909449455310e-02,-1.464475186294698743e-02,-1.868620618917648732e-02,9.175801892304796814e-03
5.000000000000003331e-01,-6.211881772558563823e-03,-6.922456278459832024e-03,1.020093313559136336e-02,-1.118395988835121230e-02,6.889316624578568048e-03,1.643716494573849510e-02,-7.587678751354206544e-04,-2.323069553692504174e-02,-2.641536926745293584e-02,1.590851271345061768e-02
7.500000000000005551e-01,-1.584771946949055377e-02,9.618075956835437507e-03,-9.644783036090034262e-03,8.980328934743280270e-03,1.535010361194089935e-02,-8.242175473155697804e-03,-9.414621332461433137e-03,2.884220144069050799e-03,-2.746877136596852231e-02,2.194917082253164745e-02
1.000000000000000666e+00,-2.242713210727504541e-02,1.717567815562867986e-02,8.815179655197284692e-03,2.277810971765766718e-02,2.643296931867890331e-02,-2.068028406829775304e-02,1.305802953425229049e-02,2.480936773473874785e-02,2.621721013758085417e-03,-5.141020677927202708e-03
1.249999999999995337e+00,-2.097872098136317059e-02,2.327220196501002605e-02,1.846057900644424918e-02,2.815009857187464326e-02,3.091908919435910896e-02,-2.507096407280553704e-02,3.096132192846837508e-02,5.606066332039275242e-03,-1.134916113567007931e-02,-2.032857474408591991e-02
1.499999999999990008e+00,9.871131737764207367e-03,2.368652643440677733e-02,2.425558360385325976e-02,-1.515227221496321568e-03,2.680134356405632426e-02,-2.035791863897321030e-02,3.760145812481564820e-02,-9.107450159025086076e-03,1.194404695943073955e-02,-2.784813502329563234e-02
1.749999999999984679e+00,-6.036947364668325891e-03,2.845449522396225131e-02,3.097478502904842806e-02,-2.578325359198254882e-02,-2.603391981757784699e-04,8.578635137159394339e-03,6.288157773021422646e-04,-2.074035677250046783e-02,2.799736645936322724e-02,-3.716176585086226891e-02
1.999999999999979350e+00,-1.165499866410565737e-02,-4.349984617620593873e-04,5.048852854620498876e-03,-4.406776282601123501e-02,1.282022975544208805e-02,-1.058127764559692839e-02,1.184450777015478781e-02,5.752203266123131348e-03,3.828267849969818615e-02,-7.804363483603054229e-03
2.249999999999974243e+00,-1.616569635968535118e-02,8.775797872356763327e-03,-6.112821629473010228e-03,-1.837855796765826971e-02,1.867643137265570172e-02,-1.405263464193192736e-02,2.083788030596391005e-02,-1.180487154824459879e-02,1.232766891582024425e-02,-2.479369164349005950e-02
2.499999999999968914e+00,-2.317038078679539356e-02,-2.103778280774198581e-02,1.364674134499861344e-02,3.401708208149695645e-03,1.789163502613480561e-02,-8.243698001564749023e-03,3.243266055175501178e-02,1.021693943489198134e-02,2.867977394701013219e-02,3.928328862228960486e-05
2.749999999999963585e+00,-2.800482118802087236e-02,-4.085721853802939951e-02,-8.145550234188361077e-03,1.924878931072296351e-02,1.955470459762244373e-02,-1.422018025399941071e-02,2.854238514818285138e-02,3.662640609108262085e-02,7.587661167933524610e-03,-1.945048949669198751e-02
2.999999999999958256e+00,-3.455943985143033331e-02,-1.982555244043854303e-02,1.262253411063873898e-02,4.121601650329913269e-02,2.619335399823998975e-02,1.160782146966247291e-02,-2.296649230986515071e-03,2.217690552307564900e-02,-1.273335860252870246e-02,1.760117326512830940e-03
3.249999999999952927e+00,-4.006456785770345919e-02,-3.509378310091923470e-02,-1.320756534126277899e-03,1.909924475340440964e-02,2.026452851241933480e-03,3.152975277636544532e-02,7.876711205356554460e-03,3.808292772039924279e-02,-2.956472574388425284e-02,1.041602304399964242e-02
3.499999999999947597e+00,-2.529182492214184647e-02,-4.507992683309270526e-02,2.098463372349469030e-02,2.592321870697753884e-04,2.263805438463607073e-02,1.223802499026682873e-02,1.394814781206951855e-02,4.577319635161887501e-02,-3.640165993167702313e-02,2.216327345815715874e-02
3.749999999999942268e+00,-3.445583180675736851e-02,-1.902434294085797103e-02,7.898742052796607627e-04,-1.142712035098295519e-02,2.644123296483286232e-03,2.768173138698669031e-02,1.310900556953653595e-02,5.344377187383096001e-02,-4.780107047045101254e-02,2.796430131742792596e-04
3.999999999999936939e+00,-1.055155054627706160e-02,-3.022669481728877325e-02,1.282124273408209551e-02,-2.504566905258806542e-02,9.982296487042638736e-03,4.119104057057306617e-02,2.297911739110177973e-02,6.524869945016210926e-02,-6.250690132390797349e-02,1.169294931595739676e-02
