2.500000000000001110e-01,3.817117991504304086e-01
5.000000000000003331e-01,9.381840875610336639e-01
7.500000000000005551e-01,1.369369200460646141e+00
1.000000000000000666e+00,1.710763770325129940e+00
1.249999999999995337e+00,2.174508050823042993e+00
1.499999999999990008e+00,2.464294239595865577e+00
1.749999999999984679e+00,2.844304556952970131e+00
1.999999999999979350e+00,3.370435013956551984e+00
2.249999999999974243e+00,3.874062485188112248e+00
2.499999999999968914e+00,4.282120640545272749e+00
2.749999999999963585e+00,4.076170708589721414e+00
2.999999999999958256e+00,4.487801011585723643e+00
3.249999999999952927e+00,4.828757051820886659e+00
3.499999999999947597e+00,5.116367536395038940e+00
3.749999999999942268e+00,5.399444554712218292e+00
3.999999999999936939e+00,5.729374677948406713e+00
4.249999999999931610e+00,5.872174392630302719e+00
4.499999999999926281e+00,6.044208551239993454e+00
4.749999999999920952e+00,5.966849088719605732e+00
4.999999999999915623e+00,6.132566781872483830e+00
5.249999999999910294e+00,6.397828261263782679e+00
5.499999999999904965e+00,6.445891026991645845e+00
5.749999999999899636e+00,6.798425575560429479e+00
5.999999999999894307e+00,6.892119691459175357e+00
6.249999999999888978e+00,6.949177763736802405e+00
6.499999999999883649e+00,7.301514736234349101e+00
6.749999999999878320e+00,6.999221458558846365e+00
6.999999999999872990e+00,6.750882381098666229e+00
7.249999999999867661e+00,6.687914254706583961e+00
7.499999999999862332e+00,6.979953207598832421e+00
7.749999999999857003e+00,7.385256146318930348e+00
7.999999999999851674e+00,7.604785253402646106e+00
8.249999999999889866e+00,7.703899396840885316e+00
8.499999999999928946e+00,7.498170797442060831e+00
8.749999999999968026e+00,7.352701359740532183e+00
9.000000000000007105e+00,7.424746929838033083e+00
9.250000000000046185e+00,7.580385905443964845e+00
9.500000000000085265e+00,7.492556054650911790e+00
9.750000000000124345e+00,7.490628095264817432e+00
1.000000000000016342e+01,7.614199562836088120e+00
1.025000000000020250e+01,6.736234255754069977e+00
1.050000000000024158e+01,5.496876680103834900e+00
1.075000000000028066e+01,5.707132424951577576e+00
1.100000000000031974e+01,5.157651575472055328e+00
1.125000000000035882e+01,4.822812775309159861e+00
1.150000000000039790e+01,5.090705475738399599e+00
1.175000000000043698e+01,5.033251507524827417e+00
1.200000000000047606e+01,4.739076017080190439e+00
1.225000000000051514e+01,4.488482125046378002e+00
1.250000000000055422e+01,4.502469571906786427e+00
1.275000000000059330e+01,4.338058553870993705e+00
1.300000000000063238e+01,3.959861260705466179e+00
1.325000000000067146e+01,3.969831931925327240e+00
1.350000000000071054e+01,4.208214746037874932e+00
1.375000000000074962e+01,4.584508682386623235e+00
1.400000000000078870e+01,4.634599540947448304e+00
1.425000000000082778e+01,4.999860951368617634e+00
1.450000000000086686e+01,5.463750863513006095e+00
1.475000000000090594e+01,5.677076502011502157e+00
1.500000000000094502e+01,5.908679342261891065e+00
1.525000000000098410e+01,6.104597797085720146e+00
1.550000000000102318e+01,5.804095415149657100e+00
1.575000000000106226e+01,5.727986246263938597e+00
1.600000000000110134e+01,5.729261215915038008e+00
1.625000000000105160e+01,5.900251246498555702e+00
1.650000000000100187e+01,6.200464955891771268e+00
1.675000000000095213e+01,6.273984532113718871e+00
1.700000000000090239e+01,6.124270825908961768e+00
1.725000000000085265e+01,6.026616624904601593e+00
1.750000000000080291e+01,6.274398149069160269e+00
1.775000000000075318e+01,6.620404739549901052e+00
1.800000000000070344e+01,6.503070466277272033e+00
1.825000000000065370e+01,6.272313647605809450e+00
1.850000000000060396e+01,6.423839573397582825e+00
1.875000000000055422e+01,6.567662564691900684e+00
1.900000000000050449e+01,6.568486084997537944e+00
1.925000000000045475e+01,6.515510044397121447e+00
1.950000000000040501e+01,6.692526485634520128e+00
1.975000000000035527e+01,6.758924826374901329e+00
2.000000000000030553e+01,6.448066442497868422e+00
2.025000000000025580e+01,6.073034082132799938e+00
2.050000000000020606e+01,5.882313350588086465e+00
2.075000000000015632e+01,5.762380469569317043e+00
2.100000000000010658e+01,5.621213630044863407e+00
2.125000000000005684e+01,5.244249476813678257e+00
2.150000000000000711e+01,4.608360973931402427e+00
2.174999999999995737e+01,4.053277318547410246e+00
2.199999999999990763e+01,3.642562150887096450e+00
2.224999999999985789e+01,3.267909020932924236e+00
2.249999999999980815e+01,2.961286006718877317e+00
2.274999999999975842e+01,2.692882792585038487e+00
2.299999999999970868e+01,2.441658986930717035e+00
