2.500000000000001110e-01,3.357975876992262965e-01,5.014573266975513866e-01,3.408918610337534627e-01,4.728253308350406359e-01,3.544196127117055783e-01,4.562866412766404811e-01,3.708970598585661915e-01,4.564092834735964388e-01,3.843182808425416042e-01,4.729660681447019899e-01,3.893437551715495104e-01,5.009365545501615058e-01,3.842089048056246958e-01,5.287688934462945189e-01,3.709050000969580374e-01,5.459969540943658828e-01,3.544132083080749340e-01,5.461187432885472592e-01,3.409891824604794341e-01,5.289576771960827761e-01,1.796877741652651295e-02,-9.030731674500906692e-03,1.960194814565222390e-02,1.479466658707840124e-02,7.889995560777046668e-03,-1.494068371030532645e-02,1.453421478016543936e-02,-2.107363454338211095e-02,1.105125473424810843e-02,9.055233162433071539e-03,1.899716516756967677e-02,9.972729461311401894e-03,2.092507317508978532e-02,1.788699173214686189e-02,1.348695599065438677e-02,2.149672067132641154e-02,8.542257786433672673e-03,1.539650197859876966e-02,1.198920341632089999e-02,8.539332725173962718e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000003331e-01,3.351760935803632102e-01,5.020696367866078758e-01,3.401977006982526697e-01,4.719403465496343486e-01,3.541352580412869822e-01,4.573168273030603914e-01,3.703069032890242140e-01,4.578115980520370276e-01,3.839118827715090054e-01,4.723685893427125859e-01,3.886086532566115914e-01,5.002558796228591120e-01,3.834327497500145676e-01,5.275801636227763769e-01,3.704510709469455154e-01,5.454810863446377667e-01,3.541029058220873660e-01,5.450574053742700542e-01,3.405037935885133482e-01,5.283450609330717640e-01,2.616268144492795225e-02,-1.563358494219307948e-02,3.073018910995465452e-02,2.052069481827092923e-02,1.400823370759264781e-02,-2.777903664773127487e-02,2.916128574278221974e-02,-3.502036374029523363e-02,1.886495204294848585e-02,1.584256847969528481e-02,3.388596715181944191e-02,1.926280859962196251e-02,3.459151649989353206e-02,3.051950484137203046e-02,1.894587377990606530e-02,2.251241811436407721e-04,1.550789538846831551e-02,2.878692243593719904e-02,2.378786784865315196e-02,1.821790834823996258e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000005551e-01,3.344124836711312998e-01,5.028276759105509974e-01,3.392594464680260824e-01,4.709783268945555990e-01,3.536144262212585487e-01,4.579603658328179616e-01,3.693494785412380632e-01,4.597047748240724041e-01,3.832997995749675146e-01,4.714378803808421114e-01,3.875669206743614370e-01,4.991270035802872762e-01,3.823823953255420238e-01,5.259287016573414020e-01,3.699350066299730289e-01,5.458184799184723213e-01,3.535232375252801984e-01,5.433918067215215419e-01,3.397486437754358435e-01,5.272087069342902277e-01,3.015312515818766026e-02,-1.547836125359309048e-02,3.784294549964110910e-02,1.905144248370744739e-02,2.346359218387756435e-02,6.529042661948019277e-04,4.056015195500154574e-02,-4.317179233125480187e-02,2.658054204842806231e-02,2.279047822632952053e-02,4.278609159799075939e-02,2.654564934011507255e-02,4.274426067054670764e-02,3.753210965989659670e-02,1.923179941483716196e-02,-1.313498046655046762e-02,2.728204832059855089e-02,3.925238953101955336e-02,3.134620143566456407e-02,2.868474176575271442e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000666e+00,3.335351117145242128e-01,5.036001529791710452e-01,3.381865475570874358e-01,4.700532349572421054e-01,3.530609756679035649e-01,4.583834907830642291e-01,3.681672164884321474e-01,4.619404176926240058e-01,3.824688084935289334e-01,4.701828622955887549e-01,3.862986286486323473e-01,4.977035142387211120e-01,3.811260122817016760e-01,5.239538183170524555e-01,3.692697655424391767e-01,5.458217676729569812e-01,3.526710244512749615e-01,5.413194156117993039e-01,3.388910342064416215e-01,5.260528618824267255e-01,3.319941374047112592e-02,-1.698125164723673225e-02,4.133380811228400120e-02,1.969796121757299082e-02,1.946358893821048541e-02,-1.713871846424516385e-02,4.661450063928761905e-02,-4.971588955259024362e-02,3.496047938786157189e-02,2.963526343143563571e-02,4.967458601029613174e-02,3.331566251397782841e-02,5.014260286270407624e-02,4.482541996810205515e-02,3.066209423861285949e-02,1.210329866251500831e-02,3.567209961882317898e-02,4.624646197499991673e-02,3.510049940492123571e-02,2.706422000552585055e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.249999999999995337e+00,3.325482116338823735e-01,5.041593939122932522e-01,3.370040303732657061e-01,4.690521139633708758e-01,3.523181074561632098e-01,4.584966928656442620e-01,3.667685523824982807e-01,4.644494836293737716e-01,3.814278711114167941e-01,4.685457941949189298e-01,3.848831090150185430e-01,4.958757465816980847e-01,3.796501375869814621e-01,5.216881940615367697e-01,3.683082309326575765e-01,5.447728876946269505e-01,3.516150394589425687e-01,5.389854151209180211e-01,3.378401533538218371e-01,5.246495105932521552e-01,3.851219905566350549e-02,-1.111331583667501781e-02,4.546360895645052552e-02,2.144858469065387407e-02,3.568925766595355820e-02,9.505656138689070125e-03,6.139784706840383660e-02,-4.882202665676806802e-02,4.165480983116712915e-02,3.780201513657922840e-02,5.472539119270027064e-02,4.078380114233746273e-02,5.865651888491475729e-02,4.887714790009811683e-02,4.025440265289010472e-02,3.026467871927090297e-02,3.658036481914696270e-02,4.832050953684433048e-02,4.392377484339266003e-02,3.084000817998099747e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.499999999999990008e+00,3.312819554009470702e-01,5.046778115937348153e-01,3.356842830039605263e-01,4.679601623420882595e-01,3.511843694513290259e-01,4.583463531301797400e-01,3.651937028879359559e-01,4.658398241533641682e-01,3.803093127188952316e-01,4.662445371547523920e-01,3.834459779906506105e-01,4.940659115081932895e-01,3.781326421447508968e-01,5.194363096071028529e-01,3.672526007529613445e-01,5.443580482890060246e-01,3.505424724104770906e-01,5.373687260461669224e-01,3.364257534117210957e-01,5.231295312573724932e-01,5.385798940299992010e-02,-1.105500935945205772e-02,5.482045818339159604e-02,2.628938924977454461e-02,4.599985274090859222e-02,-2.761364426809432074e-03,5.808793012356611163e-02,-2.492903099591155594e-02,4.512346073374719213e-02,5.382108562427804360e-02,5.487940302704898826e-02,4.077835255059015368e-02,5.654051302021943781e-02,4.725469123126625759e-02,3.918892826705196175e-02,-5.762494349910669833e-03,4.611886433461272888e-02,3.197128608497159380e-02,5.757217963480926182e-02,3.010389833914097618e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.749999999999984679e+00,3.294439743135373355e-01,5.040560023573533721e-01,3.340123477055832457e-01,4.664519711005393199e-01,3.497382602853997824e-01,4.576819687509267043e-01,3.637312485630416758e-01,4.672451076335739639e-01,3.789563495885369115e-01,4.634319100503870303e-01,3.819354399391631794e-01,4.918576051359282442e-01,3.765572674817522225e-01,5.173526705039004359e-01,3.661637725355575967e-01,5.449696110371688995e-01,3.491434208408803475e-01,5.357256644661065881e-01,3.348007662247911020e-01,5.221253193932988701e-01,7.455826888102744243e-02,2.630323354777307915e-02,6.653025528378384013e-02,3.393292381049022033e-02,5.938999076496028623e-02,2.508503231895949440e-02,5.459915075124589789e-02,-3.101530757996983495e-02,5.521095781366507083e-02,6.233799418969444839e-02,5.722805273962114359e-02,5.186778793421387840e-02,6.201124980595985187e-02,4.369395450050921753e-02,4.191707984088959005e-02,-1.848640230694755665e-02,5.651859482022345699e-02,3.706207335700756333e-02,6.593932738599331267e-02,2.280539759900896898e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.999999999999979350e+00,3.273210054708936556e-01,5.031299293455412380e-01,3.320899586595070230e-01,4.646861205709760800e-01,3.480368072045856298e-01,4.561321951166590893e-01,3.622401002628625188e-01,4.686690272901719023e-01,3.773722891477847563e-01,4.603927096396007723e-01,3.803074836113769508e-01,4.890152791805284505e-01,3.747522605826009157e-01,5.151596190237279771e-01,3.648298067041101378e-01,5.451122797923246832e-01,3.475065712638840676e-01,5.338893596899494387e-01,3.328672851790739906e-01,5.209040290650638338e-01,8.080553095448227141e-02,1.310908271397285066e-02,7.511436497733468831e-02,3.889213674235814794e-02,6.596415345236442129e-02,3.837988051741041129e-02,5.796688586380546737e-02,-2.685433624059862731e-02,6.446187286873071576e-02,6.469861078468164273e-02,6.328236558702819703e-02,6.605490635971786317e-02,6.925441657105889381e-02,4.604530754796964942e-02,5.685453759433155979e-02,1.284226980750574794e-02,6.320685221274206789e-02,3.909718545062348255e-02,7.568251422638738735e-02,2.776110484470329862e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.249999999999974243e+00,3.249949276742927218e-01,5.018720568097033707e-01,3.299135980809365654e-01,4.626765361859142001e-01,3.462096450784037938e-01,4.547818958795306066e-01,3.606097217893087792e-01,4.697478507846858942e-01,3.754520776162205697e-01,4.572330550805936422e-01,3.784989330412644182e-01,4.855297383026538904e-01,3.728918211434286145e-01,5.129402578875684737e-01,3.631317530105007685e-01,5.438394004357642864e-01,3.456526540616403076e-01,5.320856613644945332e-01,3.307233079597221570e-01,5.194175766233446456e-01,9.143101544312723372e-02,3.837004766786942384e-02,8.512649459637758320e-02,4.450663456223209052e-02,6.915032435583584602e-02,-1.106141049807166721e-12,6.554205837252478906e-02,-2.527732991628326223e-02,7.801813482816899459e-02,6.470501163424841051e-02,7.037817691566182476e-02,7.806968487852120053e-02,7.261653364162631852e-02,4.899534737054508926e-02,6.825762083467848407e-02,3.943652054348956160e-02,7.229890019711075755e-02,3.897112341902191773e-02,8.243937118984817625e-02,3.472140048383630384e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.499999999999968914e+00,3.223734526033762426e-01,4.994808788666226795e-01,3.274729197217938204e-01,4.603551460557442909e-01,3.442551777090363530e-01,4.552242311219452664e-01,3.586618326769874798e-01,4.703587428880643406e-01,3.732702772347034625e-01,4.547584798724214061e-01,3.765674320598946800e-01,4.823532998840307506e-01,3.707913961899632627e-01,5.104622469724059419e-01,3.611583182161523520e-01,5.413913724936965099e-01,3.435443559762131338e-01,5.301524499736739449e-01,3.283970529974790109e-01,5.175268195731036469e-01,1.012649447981458367e-01,6.103566765969493241e-02,9.472567641666324034e-02,5.164009683348006613e-02,7.279910905850331404e-02,-1.764138822410168603e-02,7.664081014931604929e-02,-3.835239278381466152e-03,6.653735869416245452e-02,-1.417117744228561195e-05,6.237914887692020544e-02,1.132907917654753347e-05,8.301990627345144647e-02,5.392852645550726826e-02,7.765667559920799712e-02,6.201856947764002731e-02,8.309460967833512401e-02,4.301429517823228410e-02,8.901108389375540775e-02,4.390034214323255968e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
