2.500000000000001110e-01,3.414872664492918375e-01
5.000000000000003331e-01,8.818984232362936382e-01
7.500000000000005551e-01,1.304010997948523709e+00
1.000000000000000666e+00,1.390416819339179710e+00
1.249999999999995337e+00,1.365140147361643130e+00
1.499999999999990008e+00,1.635416939131317804e+00
1.749999999999984679e+00,1.980494944723432127e+00
1.999999999999979350e+00,2.381331996383551086e+00
2.249999999999974243e+00,2.593906421166991549e+00
2.499999999999968914e+00,2.562158825928406714e+00
2.749999999999963585e+00,2.695507710046740613e+00
2.999999999999958256e+00,2.840138694772065264e+00
3.249999999999952927e+00,3.010749037399307326e+00
3.499999999999947597e+00,3.115795669550891489e+00
3.749999999999942268e+00,3.033941274425444590e+00
3.999999999999936939e+00,2.702685481034450277e+00
4.249999999999931610e+00,2.785546201941002664e+00
4.499999999999926281e+00,2.996108219861781663e+00
4.749999999999920952e+00,2.923635073402408580e+00
4.999999999999915623e+00,2.634628482979906039e+00
5.249999999999910294e+00,2.633981399213780605e+00
5.499999999999904965e+00,2.557739417264315307e+00
5.749999999999899636e+00,2.318428718855614079e+00
5.999999999999894307e+00,2.088160614714240637e+00
6.249999999999888978e+00,1.885303421167350280e+00
6.499999999999883649e+00,1.989062742791958271e+00
6.749999999999878320e+00,2.149903494997573716e+00
6.999999999999872990e+00,2.132191294075624910e+00
7.249999999999867661e+00,1.891167730223486387e+00
7.499999999999862332e+00,1.855306541072820892e+00
7.749999999999857003e+00,2.105398398759206202e+00
7.999999999999851674e+00,1.925709723388280281e+00
8.249999999999889866e+00,1.495153177680208501e+00
8.499999999999928946e+00,1.444125306920795992e+00
8.749999999999968026e+00,1.094408934374513365e+00
9.000000000000007105e+00,9.670788924374562612e-01
9.250000000000046185e+00,8.274284933378339701e-01
9.500000000000085265e+00,9.993020842273381277e-01
9.750000000000124345e+00,1.285772200565560297e+00
1.000000000000016342e+01,1.479377830533223914e+00
1.025000000000020250e+01,1.395570508673671384e+00
1.050000000000024158e+01,1.085200876545400206e+00
1.075000000000028066e+01,6.914969104599322236e-01
1.100000000000031974e+01,9.586372773242146650e-01
1.125000000000035882e+01,9.897080968833904535e-01
1.150000000000039790e+01,8.722227923513514725e-01
1.175000000000043698e+01,8.160549104935910236e-01
1.200000000000047606e+01,7.242543945018553586e-01
1.225000000000051514e+01,9.966558800748259728e-01
1.250000000000055422e+01,7.164060728122478849e-01
1.275000000000059330e+01,8.441902351329133580e-01
1.300000000000063238e+01,1.026133497135361949e+00
1.325000000000067146e+01,9.239544657575038400e-01
1.350000000000071054e+01,6.208699214795387888e-01
1.375000000000074962e+01,5.944499471411290870e-01
1.400000000000078870e+01,3.790573234319083440e-01
1.425000000000082778e+01,3.047565734732415876e-01
1.450000000000086686e+01,4.534611723883585910e-01
1.475000000000090594e+01,4.237550936167622240e-01
1.500000000000094502e+01,3.251978027797974846e-01
1.525000000000098410e+01,3.026641939229079981e-01
1.550000000000102318e+01,5.534809463028977916e-01
1.575000000000106226e+01,5.384510946186082947e-01
1.600000000000110134e+01,1.594520417604883278e-01
1.625000000000105160e+01,2.733256610930823172e-01
1.650000000000100187e+01,5.997280108815061794e-01
1.675000000000095213e+01,6.320619894346179990e-01
1.700000000000090239e+01,2.724336649855274572e-01
1.725000000000085265e+01,2.876524775800248790e-01
1.750000000000080291e+01,4.464079795901909620e-01
1.775000000000075318e+01,5.632388958829892545e-01
1.800000000000070344e+01,8.395527476665165523e-01
1.825000000000065370e+01,6.729654416943731121e-01
1.850000000000060396e+01,9.764133215206527439e-01
1.875000000000055422e+01,7.950551434205976875e-01
1.900000000000050449e+01,4.544308237633742920e-01
1.925000000000045475e+01,6.209461697345375342e-01
1.950000000000040501e+01,8.028821037235900349e-01
1.975000000000035527e+01,6.719094261683267177e-01
2.000000000000030553e+01,4.708975459990938361e-01
2.025000000000025580e+01,3.466473723392482498e-01
2.050000000000020606e+01,3.862268846802408007e-01
2.075000000000015632e+01,2.388121826378153401e-01
2.100000000000010658e+01,3.676855644677345936e-01
2.125000000000005684e+01,5.405065501150829732e-01
2.150000000000000711e+01,6.205924642607385522e-01
2.174999999999995737e+01,5.485533894145078193e-01
2.199999999999990763e+01,6.613715409521603306e-01
2.224999999999985789e+01,5.545972561741052687e-01
2.249999999999980815e+01,1.609097142768689537e-01
2.274999999999975842e+01,2.119150141872694348e-01
2.299999999999970868e+01,3.825168672932477421e-01
2.324999999999965894e+01,5.480241228134730136e-01
2.349999999999960920e+01,4.421789004219078834e-01
2.374999999999955946e+01,3.315976171009538120e-01
2.399999999999950973e+01,3.650735988706799162e-01
2.424999999999945999e+01,4.629678616723253981e-01
2.449999999999941025e+01,2.816236284495232667e-01
2.474999999999936051e+01,3.571152875402106019e-01
2.499999999999931077e+01,3.649902878542832241e-01
2.524999999999926104e+01,4.762687683594890586e-01
2.549999999999921130e+01,4.419897313269416372e-01
2.574999999999916156e+01,2.189584928686372223e-01
2.599999999999911182e+01,1.254306478529088054e-01
2.624999999999906208e+01,1.329545626447270479e-01
2.649999999999901235e+01,1.055293153818581686e-01
2.674999999999896261e+01,3.237595116928559946e-01
2.699999999999891287e+01,3.855180920680822965e-01
2.724999999999886313e+01,4.258637390094577313e-01
2.749999999999881339e+01,4.257428141052344017e-01
2.774999999999876366e+01,4.825568493799892167e-01
2.799999999999871392e+01,3.931248187541314110e-01
2.824999999999866418e+01,5.578514032038128789e-01
2.849999999999861444e+01,6.566682044848448641e-01
2.874999999999856470e+01,8.392118685662808275e-01
