2.500000000000001110e-01,1.106710017011808961e-03,4.625926416542917711e-04
5.000000000000003331e-01,2.151733295858023268e-03,1.152412805658050484e-03
7.500000000000005551e-01,2.148872379480141776e-03,9.811502021085890569e-04
1.000000000000000666e+00,2.108021052468715423e-03,8.937751003581642434e-04
1.249999999999995337e+00,2.117197107975526873e-03,8.550854135108216158e-04
1.499999999999990008e+00,2.075905238170224713e-03,8.107650485245708298e-04
1.749999999999984679e+00,2.042420735656249112e-03,7.889663334910498741e-04
1.999999999999979350e+00,1.896937689326099255e-03,7.274429732245502305e-04
2.249999999999974243e+00,1.874112757260834160e-03,6.692559382042322959e-04
2.499999999999968914e+00,1.887018618894468732e-03,5.579109473867288572e-04
2.749999999999963585e+00,2.002901740992611094e-03,5.056737525224665360e-04
2.999999999999958256e+00,9.047058120366255340e-03,1.708299492476311396e-03
3.249999999999952927e+00,1.547594981882858232e-02,1.648918238766768594e-03
3.499999999999947597e+00,1.984596875093719640e-02,1.001335222330312696e-03
3.749999999999942268e+00,2.452311763139347969e-02,4.526099535972656347e-04
3.999999999999936939e+00,2.587491036084791154e-02,3.862837621487430029e-04
4.249999999999931610e+00,2.590446672275154016e-02,3.707158072593503260e-04
4.499999999999926281e+00,2.693349283006370165e-02,2.466712070072062005e-04
4.749999999999920952e+00,2.750326006249648181e-02,3.601437657367241346e-04
4.999999999999915623e+00,2.791635572858251757e-02,1.127295066261802279e-04
5.249999999999910294e+00,2.766413675414243142e-02,-9.157724766383438110e-05
5.499999999999904965e+00,3.016719620446832797e-02,-7.029100783781753190e-04
5.749999999999899636e+00,3.047635668222794386e-02,-1.475855133025144594e-03
5.999999999999894307e+00,3.338840592408903740e-02,-2.049196526951789585e-03
6.249999999999888978e+00,3.270828760988116202e-02,-2.792694455878887237e-03
6.499999999999883649e+00,3.246115168659139544e-02,-3.390510290221430880e-03
6.749999999999878320e+00,3.294657404244524801e-02,-4.057554037221861552e-03
6.999999999999872990e+00,3.331463191234498161e-02,-4.646052834750642214e-03
7.249999999999867661e+00,3.506457298233311981e-02,-5.015471805941995077e-03
7.499999999999862332e+00,3.428950258069664303e-02,-5.863154381110540457e-03
7.749999999999857003e+00,3.657766190565225201e-02,-6.327620480783173636e-03
7.999999999999851674e+00,3.651502699299979254e-02,-6.120635502372069429e-03
8.249999999999889866e+00,3.619882206913242750e-02,-5.987007102433042870e-03
8.499999999999928946e+00,3.738616068556436384e-02,-6.186358722411240511e-03
8.749999999999968026e+00,3.684879600024452972e-02,-6.555131486019671189e-03
9.000000000000007105e+00,3.712139417781445266e-02,-7.162524156057537526e-03
9.250000000000046185e+00,2.061794606382992903e-02,-6.367939556548534233e-03
9.500000000000085265e+00,1.830958473499947475e-02,-7.121738055244672405e-03
9.750000000000124345e+00,1.553209049304570162e-02,-8.096502810745625361e-03
1.000000000000016342e+01,1.127545907880109222e-02,-8.583042250129171644e-03
1.025000000000020250e+01,9.081098433888139948e-03,-7.029877477502901283e-03
1.050000000000024158e+01,8.337031422534184680e-03,-4.688216124467118294e-03
1.075000000000028066e+01,7.284831366847517933e-03,-3.498697035516502764e-03
1.100000000000031974e+01,6.973296656134365945e-03,-2.229942971858045811e-03
1.125000000000035882e+01,6.570314219682026752e-03,-1.183596294622643640e-03
1.150000000000039790e+01,5.985744695788517387e-03,-6.509924576283523988e-04
1.175000000000043698e+01,5.406543926649834755e-03,-5.415330237169972997e-04
1.200000000000047606e+01,4.644874828437996379e-03,-4.387942621447518156e-04
1.225000000000051514e+01,4.373875748634719479e-03,-2.443173453026833909e-04
1.250000000000055422e+01,4.655306126661189030e-03,7.471934132368632936e-05
1.275000000000059330e+01,4.426513442679606489e-03,3.370903914838093590e-04
1.300000000000063238e+01,3.891443818462376070e-03,4.395373687228609359e-04
1.325000000000067146e+01,3.779535231734687962e-03,5.788402107105809899e-04
1.350000000000071054e+01,3.938759064556296950e-03,8.839372636323269104e-04
1.375000000000074962e+01,3.770132373193104281e-03,9.468142202793509987e-04
1.400000000000078870e+01,3.182506050448002857e-03,8.160177335654536512e-04
1.425000000000082778e+01,2.804229410689084399e-03,6.892385433967142391e-04
1.450000000000086686e+01,2.452776024896874754e-03,5.589016925228013598e-04
1.475000000000090594e+01,1.868171127778400992e-03,3.429820495843153086e-04
1.500000000000094502e+01,1.483793224207194221e-03,2.087964458701982635e-04
1.525000000000098410e+01,1.366651184213128886e-03,2.617936752134330906e-04
1.550000000000102318e+01,9.858620667783381773e-04,5.463815398345515847e-05
1.575000000000106226e+01,6.833627897464663236e-04,-4.733604742680049899e-05
1.600000000000110134e+01,5.672867942312557034e-04,-3.306143077386610948e-05
1.625000000000105160e+01,4.133230297845708057e-04,-9.110091385737965398e-05
1.650000000000100187e+01,2.950367316099638940e-04,-6.320740491381622822e-05
1.675000000000095213e+01,6.032409654683508872e-04,1.747613341055148227e-04
1.700000000000090239e+01,1.257620419553771808e-04,-7.485390853896920589e-05
1.725000000000085265e+01,6.377761517155152598e-05,-3.844041307219239317e-07
1.750000000000080291e+01,-6.599744940591112956e-22,-4.164988236925749872e-23
1.775000000000075318e+01,3.374619553615704240e-22,-6.875080788722388225e-22
1.800000000000070344e+01,-1.039916597392475703e-21,-3.321802177023046464e-22
1.825000000000065370e+01,3.997660968805615305e-22,3.388150467157555836e-22
1.850000000000060396e+01,6.306611491476073008e-15,-5.442520285991867043e-15
1.875000000000055422e+01,4.631131373937155322e-22,3.144629780531399860e-22
1.900000000000050449e+01,4.336015784438030168e-23,-3.783185524791951799e-22
1.925000000000045475e+01,1.345080570500826147e-22,-1.609417627597726422e-22
1.950000000000040501e+01,-6.311538016583652286e-22,-6.268800807351339407e-24
1.975000000000035527e+01,-1.361628536808147912e-21,4.365804954677902449e-22
2.000000000000030553e+01,3.073278460887895368e-22,-7.581007970548651258e-22
2.025000000000025580e+01,-6.058002739552533455e-22,-2.581205796680673073e-22
2.050000000000020606e+01,4.572157561443245652e-15,-3.942912107866494545e-15
2.075000000000015632e+01,1.219302885749590920e-21,3.029755920694622999e-22
2.100000000000010658e+01,1.491708548319051377e-21,3.714465932693224695e-23
2.125000000000005684e+01,5.132045204316441643e-23,3.917443838088385488e-22
2.150000000000000711e+01,1.445837212964081773e-21,7.648423587167072107e-23
2.174999999999995737e+01,-6.126530207802812221e-22,-3.257043442853084830e-22
2.199999999999990763e+01,-4.454682752063962172e-22,-2.296502811108018186e-22
2.224999999999985789e+01,8.773407899043952487e-22,-3.395150231940823528e-22
2.249999999999980815e+01,1.654850116804040783e-22,1.800961131260235281e-23
2.274999999999975842e+01,-1.276419593916539691e-21,1.252218021673228225e-22
2.299999999999970868e+01,1.499875646111028566e-21,-1.046636427937729386e-22
2.324999999999965894e+01,1.127260324625982790e-22,2.887018542561397317e-22
2.349999999999960920e+01,1.523132437449232269e-21,1.139801240009855572e-22
2.374999999999955946e+01,8.971360127992396845e-22,-3.278687598809109728e-22
2.399999999999950973e+01,5.676255944968487411e-22,-2.807896463326753246e-22
2.424999999999945999e+01,1.449770779785179293e-21,1.485741259387666910e-22
