2.500000000000001110e-01,-2.864994510871610167e-02,1.455597479231143243e-01,2.329266354594399235e-01,2.344192657036006100e-01,1.443937371138639403e-01,3.234548012445159770e-04,-1.433518824425039639e-01,-2.332374389015996474e-01,-2.327791838627477627e-01,-1.452268724956893298e-01
5.000000000000003331e-01,-3.220480020236249352e-02,1.461136642627101079e-01,2.283774599559651453e-01,2.341986839229692752e-01,1.418295024859397291e-01,1.403411073293225897e-03,-1.387153664463498526e-01,-2.283720606399772812e-01,-2.276034824235309006e-01,-1.451883763464940635e-01
7.500000000000005551e-01,-3.005654933228840697e-02,1.450447528921638973e-01,2.213908048233952375e-01,2.339230373548264463e-01,1.390545710456316808e-01,3.780401570955937984e-03,-1.328170292650021622e-01,-2.214153836747068116e-01,-2.202873809912122560e-01,-1.440833677691699677e-01
1.000000000000000666e+00,-2.734441038572454907e-02,1.432555655956002649e-01,2.131757112110952423e-01,2.327690373364437182e-01,1.368103906965023597e-01,6.605748672271483102e-03,-1.261404786382922527e-01,-2.136788714786848065e-01,-2.122274888260409220e-01,-1.421920185075407073e-01
1.249999999999995337e+00,-2.482041113563004942e-02,1.413833498066485728e-01,2.041223437743988622e-01,2.307311974412458166e-01,1.339216907820848235e-01,9.072390992047374425e-03,-1.189500005232382307e-01,-2.050841112236498898e-01,-2.034168308127195512e-01,-1.394802788646161140e-01
1.499999999999990008e+00,-2.259015412772402698e-02,1.394134488038416553e-01,1.935426114949265752e-01,2.283166843314694550e-01,1.301148313561668601e-01,1.202245598858753262e-02,-1.109308697741622218e-01,-1.953782910963186570e-01,-1.933793673384869294e-01,-1.384412223333737479e-01
1.749999999999984679e+00,-2.069806199865897867e-02,1.368209215564424319e-01,1.822355639528432381e-01,2.257222049191371926e-01,1.258253734502083887e-01,1.622548052517536199e-02,-1.019130103079901595e-01,-1.846986412097895158e-01,-1.820697533628057307e-01,-1.371035952479393583e-01
1.999999999999979350e+00,-1.898589833249042513e-02,1.334244678545619678e-01,1.703933211341344123e-01,2.226588379669902640e-01,1.220259256616009758e-01,2.194854685410119188e-02,-9.231410206880985569e-02,-1.731759671680983548e-01,-1.697740649788608280e-01,-1.350268245057044680e-01
2.249999999999974243e+00,-1.732208586864647515e-02,1.294871657163683132e-01,1.580109562352278729e-01,2.196332424804665617e-01,1.193754215064644075e-01,2.900215860490384934e-02,-8.227995517262143288e-02,-1.609088349203084967e-01,-1.565489242789706026e-01,-1.322708898124753674e-01
2.499999999999968914e+00,-1.600509048794829248e-02,1.255149894063987137e-01,1.454105981893489830e-01,2.166702140087914952e-01,1.192312420936245676e-01,3.461446964403469551e-02,-7.187695446668418420e-02,-1.481667655521474725e-01,-1.425597520031833820e-01,-1.289522136137486452e-01
