2.500000000000001110e-01,-3.683058275638890766e-01,1.198058810443436428e-03
5.000000000000003331e-01,-3.677157123688535867e-01,1.615768256064464836e-03
7.500000000000005551e-01,-3.674606604021850575e-01,1.829439560716128454e-03
1.000000000000000666e+00,-3.673891363126648990e-01,1.888087984532438313e-03
1.249999999999995337e+00,-3.673866667010280418e-01,1.890297291693876502e-03
1.499999999999990008e+00,-3.673861615640617861e-01,1.890737503593697966e-03
1.749999999999984679e+00,-3.673860612030679373e-01,1.890822120953261631e-03
1.999999999999979350e+00,-3.673860417456437100e-01,1.890837912018605849e-03
2.249999999999974243e+00,-3.673860366348256079e-01,1.890841875620496992e-03
2.499999999999968914e+00,-3.673860331964060588e-01,1.890844406913672060e-03
2.749999999999963585e+00,-3.673786380796840723e-01,1.893598821586683911e-03
2.999999999999958256e+00,-3.661543211091985439e-01,2.271277577023056438e-03
3.249999999999952927e+00,-3.633521214875179428e-01,2.831691550836401561e-03
3.499999999999947597e+00,-3.596332923294697226e-01,2.814964962217336719e-03
3.749999999999942268e+00,-3.554638052600029852e-01,2.510785720142294508e-03
3.999999999999936939e+00,-3.507971429447785949e-01,2.399366579883377426e-03
4.249999999999931610e+00,-3.450319439717098868e-01,2.483399987295520361e-03
4.499999999999926281e+00,-3.384942650541564735e-01,2.617823648759065591e-03
4.749999999999920952e+00,-3.313059151689795589e-01,2.712786195747218798e-03
4.999999999999915623e+00,-3.236773546956456249e-01,2.691694231863772657e-03
5.249999999999910294e+00,-3.157841786482432633e-01,2.538986236664930729e-03
5.499999999999904965e+00,-3.071259331967612916e-01,2.179108327739820439e-03
5.749999999999899636e+00,-2.981458119094601011e-01,1.712648716537978899e-03
5.999999999999894307e+00,-2.886571147557474015e-01,1.167105967242232367e-03
6.249999999999888978e+00,-2.787952264010182812e-01,5.155793693836230318e-04
6.499999999999883649e+00,-2.685565122773979629e-01,-2.609981332772903784e-04
6.749999999999878320e+00,-2.580072842553636780e-01,-1.175934740278439250e-03
6.999999999999872990e+00,-2.472052424882290600e-01,-2.202081543918321671e-03
7.249999999999867661e+00,-2.360141322555801002e-01,-3.435515592662197193e-03
7.499999999999862332e+00,-2.246719282887121860e-01,-4.902037345592580309e-03
7.749999999999857003e+00,-2.131904872039660503e-01,-6.552109631345004459e-03
7.999999999999851674e+00,-2.014298301550788706e-01,-8.457407187732579601e-03
8.249999999999889866e+00,-1.895540108464045526e-01,-1.054849470967611502e-02
8.499999999999928946e+00,-1.774174190865835943e-01,-1.278426875972571430e-02
8.749999999999968026e+00,-1.652966715298102018e-01,-1.540703984118629855e-02
9.000000000000007105e+00,-1.536629254913620679e-01,-1.711474090314246688e-02
9.250000000000046185e+00,-1.426042686307660290e-01,-1.724222244717510399e-02
9.500000000000085265e+00,-1.318356331086019129e-01,-1.727413344733985667e-02
9.750000000000124345e+00,-1.211206560354379791e-01,-1.700305704572224741e-02
1.000000000000016342e+01,-1.105417090163959282e-01,-1.648939171450813923e-02
1.025000000000020250e+01,-9.990905306497432914e-02,-1.574872500891455473e-02
1.050000000000024158e+01,-8.921686921919136370e-02,-1.486890946556251869e-02
1.075000000000028066e+01,-7.850737925127260208e-02,-1.392151885068448891e-02
1.100000000000031974e+01,-6.769612475205266655e-02,-1.294950498601665778e-02
1.125000000000035882e+01,-5.685858360613571527e-02,-1.196828115833836748e-02
1.150000000000039790e+01,-4.622458789629424469e-02,-1.086715527657888813e-02
1.175000000000043698e+01,-3.588975517924652969e-02,-9.661708560300130699e-03
1.200000000000047606e+01,-2.562772327487228274e-02,-8.394183199018634411e-03
1.225000000000051514e+01,-1.535342352248725284e-02,-7.137836110544304447e-03
